Date,Time of day,Articles,CLASS,Ref,Qty,Rate,Amount,Weeday,Month,Profit,
4/4/23 10:37,Morning,AFRABVITE DROPS,SUPPLEMENTS,35216,1,350,350,Tuesday,April,100,
4/4/23 10:37,Morning,CITRAMIN DROPS,SUPPLEMENTS,35216,1,350,350,Tuesday,April,101,
4/4/23 10:37,Morning,PARACETAMOL DROPS EMZOR,ANALGESICS SYRUP,35216,1,350,350,Tuesday,April,95,
4/4/23 10:40,Morning,SUPERMAG SUSPENSION 100ML,GASTROINTESTINAL,35217,1,400,400,Tuesday,April,130,
4/4/23 10:43,Morning,OMEPRAZOLE 20MG CAPSULES OMIT,GASTROINTESTINAL,35218,1,350,350,Tuesday,April,75,
4/4/23 10:43,Morning,SUPERMAG SUSPENSION 200ML,GASTROINTESTINAL,35218,1,600,600,Tuesday,April,185,
4/4/23 10:44,Morning,EYE ANTIOXIDANTS ORGANIC HEALTH CAPLET 10X10,SUPPLEMENTS,35219,1,"1,250","1,250",Tuesday,April,389,
4/4/23 10:58,Morning,VASOPRIN TABLET,CARDIOVASCULAR,35220,1,50,50,Tuesday,April,23,
4/4/23 10:58,Morning,BONDURETIC TABLET,CARDIOVASCULAR,35220,1,150,150,Tuesday,April,69,
4/4/23 11:09,Morning,CIPROFLOXACIN INFUSION CIPRONOW,INFUSIONS,35221,1,400,400,Tuesday,April,132,
4/4/23 11:09,Morning,METRONIDAZOLE INFUSION NELB,INFUSIONS,35221,1,350,350,Tuesday,April,100,
4/4/23 11:09,Morning,SCALP VEIN NEEDLE 21G,SURGICAL DEVICES,35221,2,50,100,Tuesday,April,50,
4/4/23 11:09,Morning,NORMAL SALINE,INFUSIONS,35221,1,700,700,Tuesday,April,200,
4/4/23 11:09,Morning,TEMPCHECK,DEVICE,35221,1,"1,750","1,750",Tuesday,April,500,
4/4/23 11:26,Morning,GLUCOPHAGE TABLET 500MG,ANTIDIABETICS,35222,1,"1,100","1,100",Tuesday,April,310,
4/4/23 11:26,Morning,GLUCOSE D SACHET 15G,SUPPLEMENTS,35222,2,50,100,Tuesday,April,20,
4/4/23 11:32,Morning,TURA SOAP 65G,MINI-MART,35223,1,250,250,Tuesday,April,83,
4/4/23 12:08,Morning,POSTINOR 2,ORALCONTRACEPTIVES,35224,1,950,950,Tuesday,April,260,
4/4/23 13:14,Morning,ODOMOS MOSQUITO REPELLENT CREAM 100G,SKINCARE PRODUCTS,35225,1,450,450,Tuesday,April,150,
4/4/23 13:14,Morning,TRIBOTAN BABY CREAM,SKINCARE PRODUCTS,35225,1,850,850,Tuesday,April,240,
4/4/23 13:25,Morning,LONART DS TABLETS,ANTIMALARIAL,35226,1,"2,150","2,150",Tuesday,April,620,
4/4/23 13:25,Morning,CIPROFLOXACIN TABLET CIPROTAB BY10,ANTIBIOTICS,35226,1,"1,900","1,900",Tuesday,April,530,
4/4/23 13:33,Morning,VIJU WHEAT,MINI-MART,35227,1,500,500,Tuesday,April,133,
4/4/23 13:33,Morning,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,35227,1,150,150,Tuesday,April,51,
4/4/23 13:42,Morning,LONART SUSPENSION,ANTIMALARIAL,35228,1,"1,800","1,800",Tuesday,April,510,
4/4/23 13:42,Morning,FLU-J SYRUP,ANTIALLERGY,35228,1,500,500,Tuesday,April,155,
4/4/23 13:42,Morning,EM-VIT-C SYRUP,SUPPLEMENTS,35228,1,400,400,Tuesday,April,130,
4/4/23 13:46,Morning,MY BOY 0 TO 12 MONTHS 400G,MINI-MART,35229,1,"3,650","3,650",Tuesday,April,850,
4/4/23 13:46,Morning,GLUCOSE D SACHET 50G,SUPPLEMENTS,35229,1,200,200,Tuesday,April,66,
4/4/23 14:03,Morning,GIVING SET INFUSION,SURGICAL DEVICES,35230,1,150,150,Tuesday,April,46,
4/4/23 14:13,Morning,AMPICLOX CAPSULES UNBRANDED 500MG,ANTIBIOTICS,35231,1,400,400,Tuesday,April,125,
4/4/23 14:13,Morning,LUCOZADE BOOST 125ML,MINI-MART,35231,2,150,300,Tuesday,April,62,
4/4/23 14:28,Morning,REFUCIL SUSPENSION 100ML,ANTIFUNGAL,35232,1,"1,200","1,200",Tuesday,April,360,
4/4/23 14:28,Morning,WHITFIELD OINTMENT,SKINCARE PRODUCTS,35232,1,500,500,Tuesday,April,150,
4/4/23 14:30,Morning,LONART DS TABLETS,ANTIMALARIAL,35233,1,"2,150","2,150",Tuesday,April,620,
4/4/23 14:30,Morning,EMCAP (PARA 500MG TABLETS),ANALGESICS,35233,1,100,100,Tuesday,April,25,
4/4/23 14:41,Morning,PYRANTRIN TABLET,GASTROINTESTINAL,35234,1,500,500,Tuesday,April,145,
4/4/23 14:41,Morning,CIPROFLOXACIN TABLET CIPROTAB BY10,ANTIBIOTICS,35234,1,"1,900","1,900",Tuesday,April,530,
4/4/23 14:59,Morning,EMGYL SUSPENSION 200MG,ANTIBIOTICS,35235,1,350,350,Tuesday,April,110,
4/4/23 14:59,Morning,G-ORAL ORS 3S,GASTROINTESTINAL,35235,1,100,100,Tuesday,April,25,
4/4/23 14:59,Morning,FLORANORM,GASTROINTESTINAL,35235,1,650,650,Tuesday,April,178,
4/4/23 15:13,Morning,POSTINOR 2,ORALCONTRACEPTIVES,35236,1,950,950,Tuesday,April,260,
4/4/23 15:24,Morning,DE-DEONS SYRUP 150ML,SUPPLEMENTS,35237,1,"1,450","1,450",Tuesday,April,400,
4/4/23 15:45,Morning,SOSA DRINK 35CL,MINI-MART,35238,2,200,400,Tuesday,April,84,
4/4/23 15:45,Morning,LARIS 80/480 MGNTABLETS,ANTIMALARIAL,35239,1,700,700,Tuesday,April,200,
4/4/23 15:45,Morning,G-ORAL ORS PLUS ZINC,GASTROINTESTINAL,35239,1,300,300,Tuesday,April,105,
4/4/23 15:45,Morning,EMCAP (PARA 500MG TABLETS),ANALGESICS,35239,1,100,100,Tuesday,April,25,
4/4/23 15:45,Morning,PROMETHAZINE TABLET KOYOMINE,ANTIALLERGY,35239,4,50,200,Tuesday,April,184,
4/4/23 15:52,Morning,VIJU CHOCOLATE FLAVOR,MINI-MART,35240,1,500,500,Tuesday,April,133,
4/4/23 15:52,Morning,VIJU WHEAT,MINI-MART,35240,1,500,500,Tuesday,April,133,
4/4/23 15:59,Morning,SPIRIT QUICK AID 200ML,ANTISEPTICS,35241,1,200,200,Tuesday,April,90,
4/4/23 16:14,Evening,SHALTOUX CHESTY COUGH SYRUP,"COUGH,COLD & THROAT",35242,1,650,650,Tuesday,April,200,
4/4/23 16:14,Evening,EMTRIM TABLET 480MG,ANTIBIOTICS,35242,1,120,120,Tuesday,April,35,
4/4/23 16:28,Evening,AMLODIPINE TABLETS 10MG PHARMAMAX,CARDIOVASCULAR,35243,2,700,700,Tuesday,April,216,
4/4/23 16:28,Evening,LISINOPRIL TABLET 10MG PHAMA MAX,CARDIOVASCULAR,35243,2,"1,050","1,050",Tuesday,April,310,
4/4/23 16:28,Evening,VASOPRIN TABLET,CARDIOVASCULAR,35243,3,40,120,Tuesday,April,39,
4/4/23 16:39,Evening,FUNBACT A CREAM,SKINCARE PRODUCTS,35244,1,600,600,Tuesday,April,175,
4/4/23 17:23,Evening,CLOFENAC SR TABLET 100MG,ANALGESICS,35245,1,650,650,Tuesday,April,200,
4/4/23 17:23,Evening,SOSA DRINK 35CL,MINI-MART,35245,1,200,200,Tuesday,April,42,
4/4/23 18:13,Evening,BUTTER SHORTBREAD 125G,MINI-MART,35246,1,"1,100","1,100",Tuesday,April,250,
4/4/23 18:49,Evening,VENTOLIN INHALER,ASTHMATICS,35247,1,"1,650","1,650",Tuesday,April,494,
4/4/23 18:56,Evening,SCALP VEIN NEEDLE 21G,SURGICAL DEVICES,35248,1,40,40,Tuesday,April,15,
4/4/23 19:01,Evening,MENTOS MINT LONG,MINI-MART,35249,1,200,200,Tuesday,April,60,
4/4/23 19:01,Evening,AMLODIPINE TABLETS 10MG PHARMAMAX,CARDIOVASCULAR,35249,2,700,700,Tuesday,April,216,
4/4/23 19:01,Evening,PET FANTA 50CL,MINI-MART,35249,2,200,400,Tuesday,April,92,
4/4/23 19:01,Evening,PET COKE 50CL,MINI-MART,35249,2,200,400,Tuesday,April,92,
4/4/23 19:01,Evening,VIJU WHEAT,MINI-MART,35249,1,500,500,Tuesday,April,133,
4/4/23 19:01,Evening,IBEX CAPSULES,ANALGESICS,35249,1,350,350,Tuesday,April,100,
4/4/23 19:08,Evening,AMATEM FORTE SOFTGEL 80/480MG,ANTIMALARIAL,35250,1,"2,000","2,000",Tuesday,April,625,
4/4/23 19:08,Evening,ANOROL TABLET,ANALGESICS,35250,1,500,500,Tuesday,April,154,
4/4/23 19:08,Evening,MENTOS MINT LONG,MINI-MART,35250,2,200,400,Tuesday,April,120,
4/4/23 19:08,Evening,LUCOZADE BOOST REGULAR 450ML,MINI-MART,35250,1,550,550,Tuesday,April,142,
4/4/23 19:09,Evening,ORAL SOFT CHILDRENS TOOTHBRUSH,MINI-MART,35251,1,150,150,Tuesday,April,67,
4/4/23 19:10,Evening,LADYCARE PAD 10 BY 24CM YELLOW,MINI-MART,35252,1,600,600,Tuesday,April,167,
4/4/23 19:10,Evening,BUSCOPAN TABLET,GASTROINTESTINAL,35252,1,700,700,Tuesday,April,220,
4/4/23 19:42,Evening,RAMBO FLEET 300ML,MINI-MART,35253,1,"1,450","1,450",Tuesday,April,325,
4/4/23 19:42,Evening,HOLLANDIA YOGHURT,MINI-MART,35253,1,"1,000","1,000",Tuesday,April,220,
4/4/23 19:42,Evening,BUTTER SHORTBREAD 200G MCVITIES,MINI-MART,35253,1,"1,700","1,700",Tuesday,April,350,
4/4/23 19:46,Evening,IBEX CAPSULES,ANALGESICS,35254,1,350,350,Tuesday,April,100,
4/4/23 19:46,Evening,RELUDRINE 100MG,ANTIMALARIAL,35254,1,550,550,Tuesday,April,231,
4/4/23 19:58,Evening,PROMETHAZINE TABLET KOYOMINE,ANTIALLERGY,35255,4,50,200,Tuesday,April,184,
4/4/23 19:58,Evening,LOPRAD LOPERAMIDE CAPSULES 2MG,GASTROINTESTINAL,35255,1,100,100,Tuesday,April,30,
4/4/23 19:58,Evening,ZENTEL TABLET,GASTROINTESTINAL,35255,1,600,600,Tuesday,April,185,
4/4/23 19:58,Evening,CHIVITA ACTIVE,MINI-MART,35255,1,800,800,Tuesday,April,220,
4/4/23 20:03,Evening,POSTINOR 2,ORALCONTRACEPTIVES,35256,1,950,950,Tuesday,April,260,
4/4/23 20:03,Evening,STREPSILS LOZENGES ORIGINAL,"COUGH,COLD & THROAT",35256,1,800,800,Tuesday,April,225,
4/4/23 20:03,Evening,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35256,1,50,50,Tuesday,April,13,
4/4/23 20:05,Evening,EM-VIT-C ORANGE BY 1000,SUPPLEMENTS,35257,1,100,100,Tuesday,April,26,
4/4/23 20:05,Evening,OTOMED EAR DROPS,EAR DROPS,35258,1,550,550,Tuesday,April,170,
4/4/23 20:05,Evening,NUTRAVIT 100ML,SUPPLEMENTS,35258,1,"2,200","2,200",Tuesday,April,590,
4/4/23 20:27,Evening,PANADOL TABLET,ANALGESICS,35259,1,250,250,Tuesday,April,88,
4/4/23 20:27,Evening,LONART DS TABLETS,ANTIMALARIAL,35259,1,"2,150","2,150",Tuesday,April,620,
4/4/23 20:27,Evening,AMOXIL CAPSULES 500MG GSK,ANTIBIOTICS,35259,2,800,"1,600",Tuesday,April,474,
4/4/23 20:30,Evening,PARACETAMOL DROPS EMZOR,ANALGESICS SYRUP,35260,1,350,350,Tuesday,April,95,
4/4/23 20:30,Evening,AMOXIL CAPSULES 500MG GSK,ANTIBIOTICS,35260,1,800,800,Tuesday,April,237,
4/4/23 20:34,Evening,PARACETAMOL TABLETS EMZOR 500MG BY 96,ANALGESICS,35261,1,150,150,Tuesday,April,55,
4/4/23 20:46,Evening,LUCOZADE BOOST REGULAR 450ML,MINI-MART,35262,1,550,550,Tuesday,April,142,
4/4/23 20:46,Evening,VEGA 100 TABLET,SEX ENHANCER,35262,1,400,400,Tuesday,April,180,
4/4/23 21:02,Evening,HYPO SATCHET,MINI-MART,35263,1,50,50,Tuesday,April,14,
4/4/23 21:02,Evening,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35263,1,50,50,Tuesday,April,13,
4/4/23 21:02,Evening,VIJU CHOCOLATE FLAVOR,MINI-MART,35263,1,500,500,Tuesday,April,133,
4/5/23 8:44,Morning,CREPE BANDAGE SIZE 6,SURGICAL DEVICES,35264,2,350,700,Wednesday,April,240,
4/5/23 8:44,Morning,IBUCAP  CAPSULES,ANALGESICS,35264,1,200,200,Wednesday,April,58,
4/5/23 9:06,Morning,GVITHER-PLUS 80/480MG TABLETS,ANTIMALARIAL,35265,1,800,800,Wednesday,April,250,
4/5/23 9:29,Morning,PROCOLD TABLETS,ANTIALLERGY,35266,1,150,150,Wednesday,April,38,
4/5/23 9:29,Morning,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35266,1,50,50,Wednesday,April,13,
4/5/23 10:02,Morning,OMEGA-H3 CAPSULES,SUPPLEMENTS,35267,1,"1,100","1,100",Wednesday,April,298,
4/5/23 10:02,Morning,BUNTO CAPSULES,SUPPLEMENTS,35267,1,300,300,Wednesday,April,95,
4/5/23 10:02,Morning,EM-VIT-C ORANGE BY 1000,SUPPLEMENTS,35267,1,100,100,Wednesday,April,26,
4/5/23 10:02,Morning,DETTOL BAR SOAP COOL 75G,MINI-MART,35267,1,250,250,Wednesday,April,67,
4/5/23 10:02,Morning,COLGATE TOOTHPASTE MAXIMUM CAVITY PROTECTION140G,MINI-MART,35267,1,700,700,Wednesday,April,208,
4/5/23 10:02,Morning,BABY SPONGE,MINI-MART,35267,1,200,200,Wednesday,April,50,
4/5/23 10:02,Morning,AMOXIL CAPSULES 500MG GSK,ANTIBIOTICS,35267,1,800,800,Wednesday,April,237,
4/5/23 10:02,Morning,AVRO APETIT TABLETS,SUPPLEMENTS,35267,1,200,200,Wednesday,April,50,
4/5/23 10:06,Morning,SPIRIT MOKO 200ML,ANTISEPTICS,35268,1,800,800,Wednesday,April,215,
4/5/23 10:13,Morning,POSTINOR 2,ORALCONTRACEPTIVES,35269,1,950,950,Wednesday,April,260,
4/5/23 10:21,Morning,JUCOPAN TABLET,GASTROINTESTINAL,35270,1,150,150,Wednesday,April,48,
4/5/23 10:34,Morning,LONART DS TABLETS,ANTIMALARIAL,35271,1,"2,150","2,150",Wednesday,April,620,
4/5/23 10:34,Morning,FEROGLOBIN CAPSULES,SUPPLEMENTS,35271,1,"2,950","2,950",Wednesday,April,850,
4/5/23 10:34,Morning,EMCAP EXTRA,ANALGESICS,35271,1,150,150,Wednesday,April,49,
4/5/23 10:34,Morning,RIBENA 125 ML,MINI-MART,35272,1,150,150,Wednesday,April,31,
4/5/23 10:59,Morning,OMEFAST(OMEPRAZOLE) BY 20,GASTROINTESTINAL,35273,1,750,750,Wednesday,April,220,
4/5/23 11:17,Morning,POSTINOR 2,ORALCONTRACEPTIVES,35274,1,950,950,Wednesday,April,260,
4/5/23 12:10,Morning,DICLOFENAC EYE DROP DGF,OCCULAR,35275,1,"1,000","1,000",Wednesday,April,270,
4/5/23 12:10,Morning,CLOFENAC TABLET 50MG,ANALGESICS,35275,1,300,300,Wednesday,April,95,
4/5/23 12:10,Morning,CLORETS MINT BY 2,MINI-MART,35275,2,25,50,Wednesday,April,14,
4/5/23 12:10,Morning,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35275,3,50,150,Wednesday,April,39,
4/5/23 12:33,Morning,ASTYMIN CAPSULES,SUPPLEMENTS,35276,1,"1,200","1,200",Wednesday,April,320,
4/5/23 12:33,Morning,MAX OMEGA FISH OIL CAPSULES 3 BY 10,SUPPLEMENTS,35276,1,550,550,Wednesday,April,183,
4/5/23 13:00,Morning,VASOPRIN TABLET,CARDIOVASCULAR,35277,1,40,40,Wednesday,April,13,
4/5/23 13:05,Morning,VEGA 100 TABLET,SEX ENHANCER,35278,1,400,400,Wednesday,April,180,
4/5/23 13:06,Morning,TYDINEAL CREAM,SKINCARE PRODUCTS,35279,1,600,600,Wednesday,April,165,
4/5/23 13:38,Morning,LUCOZADE BOOST REGULAR 450ML,MINI-MART,35280,1,550,550,Wednesday,April,142,
4/5/23 13:38,Morning,EMGYL TABLET 400MG,ANTIBIOTICS,35280,1,150,150,Wednesday,April,68,
4/5/23 13:38,Morning,TETRACYCLINE CAPSULES,ANTIBIOTICS,35280,1,200,200,Wednesday,April,77,
4/5/23 14:52,Morning,COARTEM TABLET 80/480MG,ANTIMALARIAL,35281,1,"2,800","2,800",Wednesday,April,800,
4/5/23 14:52,Morning,AMCLAVIN TABLETS 625MG,ANTIBIOTICS,35281,1,"1,700","1,700",Wednesday,April,500,
4/5/23 14:52,Morning,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,35281,1,150,150,Wednesday,April,51,
4/5/23 15:00,Morning,WISDOM 212 EXTRA HARD,MINI-MART,35282,1,150,150,Wednesday,April,42,
4/5/23 15:48,Morning,SOSA DRINK 35CL,MINI-MART,35283,1,200,200,Wednesday,April,42,
4/5/23 15:59,Morning,ACTIFED COLD TABLETS,ANTIALLERGY,35284,2,150,300,Wednesday,April,124,
4/5/23 15:59,Morning,BENYLIN 4 FLU SYRUP 100ML,"COUGH,COLD & THROAT",35284,1,"1,300","1,300",Wednesday,April,340,
4/5/23 15:59,Morning,CHIVITA ACTIVE,MINI-MART,35284,1,800,800,Wednesday,April,220,
4/5/23 15:59,Morning,EVA WATER 75CL,MINI-MART,35284,1,150,150,Wednesday,April,50,
4/5/23 15:59,Morning,CLORETS MINT BY 2,MINI-MART,35284,1,25,25,Wednesday,April,7,
4/5/23 16:02,Evening,AMPICILLIN CAPSULES 250MG,ANTIBIOTICS,35285,1,200,200,Wednesday,April,57,
4/5/23 16:08,Evening,IBUPROFEN SUSPENSION AFRAB,ANALGESICS SYRUP,35286,2,400,800,Wednesday,April,250,
4/5/23 16:21,Evening,TETRACYCLINE CAPSULES,ANTIBIOTICS,35287,1,200,200,Wednesday,April,77,
4/5/23 16:21,Evening,EMGYL TABLET 400MG,ANTIBIOTICS,35287,1,150,150,Wednesday,April,68,
4/5/23 16:21,Evening,RIBENA 125 ML,MINI-MART,35287,1,150,150,Wednesday,April,31,
4/5/23 16:23,Evening,MENTOS MINT SHORT,MINI-MART,35288,1,120,120,Wednesday,April,35,
4/5/23 16:48,Evening,BENYLIN 4 FLU SYRUP 100ML,"COUGH,COLD & THROAT",35289,1,"1,300","1,300",Wednesday,April,340,
4/5/23 16:48,Evening,EMCAP EXTRA,ANALGESICS,35289,1,150,150,Wednesday,April,49,
4/5/23 16:48,Evening,AMATEM FORTE SOFTGEL 80/480MG,ANTIMALARIAL,35289,1,"2,000","2,000",Wednesday,April,625,
4/5/23 17:01,Evening,PRIMPEX TABLETS 960MG 10 BY 10,ANTIBIOTICS,35290,2,350,700,Wednesday,April,226,
4/5/23 17:01,Evening,LONART DS TABLETS,ANTIMALARIAL,35290,1,"2,150","2,150",Wednesday,April,620,
4/5/23 17:01,Evening,AMOXICILLIN CAPSULES UNBRANDED 500MG,ANTIBIOTICS,35290,2,350,700,Wednesday,April,236,
4/5/23 17:01,Evening,LOXAGYL TABLET 400MG,ANTIBIOTICS,35290,2,100,200,Wednesday,April,32,
4/5/23 17:07,Evening,FESULF TABLETS 2 BY 50 SACHETS,SUPPLEMENTS,35291,1,150,150,Wednesday,April,48,
4/5/23 18:13,Evening,SILVERBIRD EUCALYPTUS OIL,ANALGESICS,35292,1,"2,200","2,200",Wednesday,April,650,
4/5/23 18:13,Evening,GOYA PLASTIC 250ML,MINI-MART,35292,1,650,650,Wednesday,April,150,
4/5/23 18:23,Evening,LOXAGYL TABLET 400MG,ANTIBIOTICS,35293,1,100,100,Wednesday,April,16,
4/5/23 18:31,Evening,ABF-3 CREAM,SKINCARE PRODUCTS,35294,1,450,450,Wednesday,April,160,
4/5/23 18:53,Evening,PARACETAMOL TABLETS EMZOR 500MG BY 96,ANALGESICS,35295,8,"1,100","1,100",Wednesday,April,340,
4/5/23 18:59,Evening,SOSA DRINK 35CL,MINI-MART,35296,1,200,200,Wednesday,April,42,
4/5/23 18:59,Evening,PET COKE 50CL,MINI-MART,35296,1,200,200,Wednesday,April,46,
4/5/23 19:04,Evening,IBEX CAPSULES,ANALGESICS,35297,1,350,350,Wednesday,April,100,
4/5/23 19:04,Evening,KISS CONDOM,SEXUAL HEALTH,35297,2,200,400,Wednesday,April,146,
4/5/23 19:04,Evening,EM-VIT-C ORANGE BY 1000,SUPPLEMENTS,35297,1,100,100,Wednesday,April,26,
4/5/23 19:04,Evening,MENTOS MINT SHORT,MINI-MART,35297,1,120,120,Wednesday,April,35,
4/5/23 19:06,Evening,BENYLIN WET COUGH 100ML 2+,"COUGH,COLD & THROAT",35298,1,"1,250","1,250",Wednesday,April,375,
4/5/23 19:06,Evening,MENTOS MINT SHORT,MINI-MART,35298,1,120,120,Wednesday,April,35,
4/5/23 19:07,Evening,IBEX CAPSULES,ANALGESICS,35299,1,350,350,Wednesday,April,100,
4/5/23 19:21,Evening,SNIPER FLEET FLYING INSECT KILLER 300ML,MINI-MART,35300,1,"1,400","1,400",Wednesday,April,300,
4/5/23 19:24,Evening,CIPROFLOXACIN TABLET CIPROTAB BY14,ANTIBIOTICS,35301,1,"2,350","2,350",Wednesday,April,680,
4/5/23 19:24,Evening,IBUCAP  CAPSULES,ANALGESICS,35301,1,200,200,Wednesday,April,58,
4/5/23 19:24,Evening,COF N COLD SYRUP,"COUGH,COLD & THROAT",35301,1,300,300,Wednesday,April,92,
4/5/23 19:24,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",35301,5,30,150,Wednesday,April,45,
4/5/23 19:29,Evening,HYDROCORTISONE CREAM 15GM DGF,SKINCARE PRODUCTS,35302,1,750,750,Wednesday,April,245,
4/5/23 19:32,Evening,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,35303,1,150,150,Wednesday,April,51,
4/5/23 19:32,Evening,MILO SACHET 20G,MINI-MART,35303,1,100,100,Wednesday,April,28,
4/5/23 19:37,Evening,TUTOLIN ADULT COUGH SYRUP,"COUGH,COLD & THROAT",35304,1,350,350,Wednesday,April,115,
4/5/23 19:37,Evening,ASANTEE SOAP 125G,MINI-MART,35304,2,"1,050","2,100",Wednesday,April,500,
4/5/23 19:37,Evening,DETTOL BAR SOAP COOL 110G,MINI-MART,35304,6,550,"3,300",Wednesday,April,600,
4/5/23 19:37,Evening,SUNSHINE AIR FRESHNER INSECT REPELLANT,MINI-MART,35304,4,300,"1,200",Wednesday,April,384,
4/5/23 19:37,Evening,HYPO SATCHET,MINI-MART,35304,1,50,50,Wednesday,April,14,
4/5/23 19:42,Evening,PROCOLD TABLETS,ANTIALLERGY,35305,1,150,150,Wednesday,April,38,
4/5/23 19:42,Evening,PANADOL EXTRA TABLET,ANALGESICS,35305,1,250,250,Wednesday,April,73,
4/5/23 19:42,Evening,EXTRACT SOAPN PAPAYA 125G,MINI-MART,35305,1,"1,000","1,000",Wednesday,April,208,
4/5/23 19:42,Evening,ACTIFED COLD TABLETS,ANTIALLERGY,35305,2,150,300,Wednesday,April,124,
4/5/23 19:42,Evening,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35305,2,50,100,Wednesday,April,26,
4/5/23 19:51,Evening,CAMOSUNATE CHILDREN POWDER 1-6YEARS,ANTIMALARIAL,35306,1,950,950,Wednesday,April,290,
4/5/23 19:51,Evening,IBUPROFEN SUSPENSION AFRAB,ANALGESICS SYRUP,35306,1,400,400,Wednesday,April,125,
4/5/23 19:51,Evening,EMZOLYN SYRUP CHILD,"COUGH,COLD & THROAT",35306,1,400,400,Wednesday,April,130,
4/5/23 19:54,Evening,GESTID TABLET,GASTROINTESTINAL,35307,5,450,450,Wednesday,April,130,
4/5/23 19:54,Evening,VIJU CHOCOLATE FLAVOR,MINI-MART,35307,1,500,500,Wednesday,April,133,
4/5/23 19:54,Evening,CAPPUCINO MARTINA CHOCOLATE 10G BY 100,MINI-MART,35307,1,50,50,Wednesday,April,13,
4/5/23 19:56,Evening,AFRABVITE DROPS,SUPPLEMENTS,35308,1,350,350,Wednesday,April,100,
4/5/23 20:18,Evening,ABF-3 CREAM,SKINCARE PRODUCTS,35309,1,450,450,Wednesday,April,160,
4/5/23 20:18,Evening,LOXAGYL TABLET 400MG,ANTIBIOTICS,35309,1,100,100,Wednesday,April,16,
4/5/23 20:23,Evening,TANZOL TABLET 400MG,GASTROINTESTINAL,35310,2,150,300,Wednesday,April,120,
4/5/23 20:23,Evening,KISS CONDOM,SEXUAL HEALTH,35310,2,200,400,Wednesday,April,146,
4/5/23 20:36,Evening,POSTPILL TABLETS,ORALCONTRACEPTIVES,35311,1,850,850,Wednesday,April,330,
4/5/23 20:36,Evening,DETTOL LIQUID 165ML,MINI-MART,35311,1,"1,100","1,100",Wednesday,April,308,
4/5/23 20:36,Evening,PET COKE 50CL,MINI-MART,35311,1,200,200,Wednesday,April,46,
4/5/23 20:36,Evening,BUTTER SHORTBREAD 125G,MINI-MART,35311,1,"1,100","1,100",Wednesday,April,250,
4/5/23 20:36,Evening,BIN BAG YELLOW LABEL,MINI-MART,35311,1,600,600,Wednesday,April,150,
4/5/23 20:36,Evening,VIBOOST VITAMIN E CAPSULES,SUPPLEMENTS,35311,1,950,950,Wednesday,April,263,
4/5/23 20:37,Evening,READ A DREAM INSECTISIDE 300ML,MINI-MART,35312,1,"1,500","1,500",Wednesday,April,550,
4/5/23 20:37,Evening,PIRITON TRIPLE ACTION SYRUP FOR CHILDREN,"COUGH,COLD & THROAT",35312,1,500,500,Wednesday,April,150,
4/5/23 20:42,Evening,EXIPLON SYRUP ADULT,"COUGH,COLD & THROAT",35313,1,300,300,Wednesday,April,110,
4/5/23 20:42,Evening,SOSA DRINK 35CL,MINI-MART,35313,1,200,200,Wednesday,April,42,
4/5/23 20:58,Evening,IMMUNAL TABLET,SUPPLEMENTS,35314,1,800,800,Wednesday,April,251,
4/5/23 20:58,Evening,VITAMIN B2 TABLETS,SUPPLEMENTS,35314,1,50,50,Wednesday,April,42,
4/5/23 20:58,Evening,PANADOL TABLET,ANALGESICS,35314,1,250,250,Wednesday,April,88,
4/5/23 20:58,Evening,PARACETAMOL DROPS EMZOR,ANALGESICS SYRUP,35314,1,350,350,Wednesday,April,95,
4/5/23 20:58,Evening,FLUCAMED CAPS 50MG X3,ANTIFUNGAL,35314,1,550,550,Wednesday,April,170,
4/5/23 20:58,Evening,HOLLANDIA YOGHURT,MINI-MART,35314,1,"1,000","1,000",Wednesday,April,220,
4/5/23 20:59,Evening,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,35315,1,150,150,Wednesday,April,51,
4/5/23 20:59,Evening,DANACID TABLETS,GASTROINTESTINAL,35315,2,50,100,Wednesday,April,36,
4/5/23 21:11,Evening,FIJK FLUSHER 200ML,HERBALS,35316,2,"1,100","2,200",Wednesday,April,640,
4/5/23 21:11,Evening,BOURNVITA SATCHET 20G,MINI-MART,35316,10,900,900,Wednesday,April,300,
4/5/23 21:11,Evening,DANO COOL COW SATCHET MILK 12G,MINI-MART,35316,10,750,750,Wednesday,April,100,
4/5/23 21:11,Evening,ANDREW LIVER SALT LEMON FLAVOUR BY 50,GASTROINTESTINAL,35316,2,100,200,Wednesday,April,60,
4/6/23 8:35,Morning,VIJU WHEAT,MINI-MART,35317,1,500,500,Thursday,April,133,
4/6/23 8:58,Morning,ASMANOL TABS,"COUGH,COLD & THROAT",35318,1,300,300,Thursday,April,110,
